0;1431;1003;54;281;30
1;1433;1003;54;278;30
2;1435;1003;54;281;30
3;1437;1003;54;281;30
4;1439;1003;54;283;30
5;1441;1003;54;285;30
6;1443;1003;54;286;29
7;1445;1003;54;285;30
8;1447;1003;54;286;29
9;1449;1003;54;286;29
10;1451;1003;54;283;29
11;1453;1003;54;281;29
12;1455;1003;54;281;29
13;1457;1003;54;281;29
14;1459;1003;54;281;29
15;1501;1003;54;283;29
16;1503;1003;54;285;29
17;1505;1003;54;285;30
18;1507;1003;54;286;29
19;1509;1003;54;286;29
20;1511;1003;54;286;30
21;1513;1003;54;286;30
22;1515;1003;54;288;30
23;1517;1003;54;286;29
24;1519;1003;55;286;29
25;1521;1003;55;286;29
26;1523;1003;55;286;29
27;1525;1003;54;285;29
28;1527;1003;54;285;30
29;1529;1003;54;286;29
30;1531;1003;54;288;29
31;1533;1003;55;286;29
32;1535;1003;55;288;29
33;1537;1003;55;288;29
34;1539;1003;54;288;30
35;1541;1003;55;288;29
36;1543;1004;55;288;29
37;1545;1003;55;288;29
38;1547;1004;55;290;29
39;1549;1004;55;288;29
40;1551;1003;55;286;29
41;1553;1004;55;286;29
42;1555;1003;55;283;29
43;1557;1003;54;283;29
44;1559;1003;54;283;29
45;1601;1004;54;286;28
46;1603;1003;54;288;28
47;1605;1003;54;288;28
48;1607;1004;54;290;28
49;1609;1004;54;290;28
50;1611;1004;54;288;28
51;1613;1004;54;288;28
52;1615;1004;54;286;28
53;1617;1004;54;286;28
54;1619;1004;54;286;28
55;1621;1004;54;286;28
56;1623;1004;54;285;28
57;1625;1004;54;283;28
58;1627;1004;54;283;28
59;1629;1004;54;283;28
60;1631;1004;54;283;28
61;1633;1004;54;285;28
62;1635;1004;54;286;28
63;1637;1004;54;286;28
64;1639;1004;54;286;28
65;1641;1004;54;286;28
66;1643;1004;54;286;28
67;1645;1004;54;286;28
68;1647;1004;54;285;28
69;1649;1004;54;285;28
70;1651;1004;54;286;28
71;1653;1004;54;286;28
72;1655;1004;54;286;28
73;1657;1004;54;286;28
74;1659;1004;54;286;28
75;1701;1004;54;286;28
76;1703;1004;54;286;28
77;1705;1004;54;285;28
78;1707;1004;54;285;28
79;1709;1004;54;283;28
80;1711;1004;54;283;28
81;1713;1004;54;281;28
82;1715;1004;54;281;28
83;1717;1004;54;281;28
84;1719;1004;54;283;28
85;1721;1004;54;283;28
86;1723;1004;54;281;28
87;1725;1004;54;281;28
88;1727;1004;54;281;28
89;1729;1004;54;281;28
90;1731;1004;54;281;28
91;1733;1005;53;281;28
92;1735;1005;53;283;28
93;1737;1005;53;283;28
94;1739;1005;53;283;28
95;1741;1005;53;283;28
96;1743;1006;54;283;28
97;1745;1006;54;283;28
98;1747;1005;54;285;28
99;1749;1006;54;283;28
100;1751;1006;53;283;28
101;1753;1006;53;283;29
102;1755;1006;53;285;28
103;1757;1006;53;283;28
104;1759;1006;53;283;28
105;1801;1006;53;283;28
106;1803;1006;53;283;28
107;1805;1006;53;283;28
108;1807;1006;53;283;28
109;1809;1006;53;283;29
110;0000;1011;36;191;64
111;1853;1012;36;196;62
112;1903;1012;35;196;58
113;1913;1012;35;195;59
114;1923;1012;36;196;60
115;1933;1013;36;196;61
116;1943;1012;36;198;61
117;1953;1013;36;198;62
118;2003;1013;36;198;62
119;2013;1013;36;198;63
120;2023;1013;36;201;62
121;2033;1013;36;201;62
122;2043;1013;37;201;62
123;2053;1013;36;200;62
124;2103;1013;37;201;62
125;2113;1014;37;201;62
126;2123;1014;37;201;64
127;2133;1014;37;203;65
128;2143;1014;37;203;65
129;2153;1014;37;201;65
130;2203;1014;37;201;64
131;2213;1014;37;201;64
132;2223;1014;37;201;64
133;2233;1014;37;201;64
134;2243;1014;37;201;63
135;2253;1014;37;201;63
136;2303;1015;37;201;63
137;2313;1014;37;201;63
138;2323;1015;37;201;63
139;2333;1015;37;200;63
140;2343;1015;36;198;63
141;2353;1015;36;198;62
142;0003;1015;36;196;62
143;0013;1015;36;196;61
144;0023;1015;36;196;61
145;0033;1015;36;195;61
146;0043;1015;35;195;60
147;0053;1015;35;193;60
148;0103;1015;35;193;59
149;0113;1015;35;193;59
150;0123;1016;35;193;58
151;0133;1016;35;191;58
152;0143;1016;35;191;58
153;0153;1016;35;191;58
154;0203;1017;35;191;58
155;0213;1016;34;190;58
156;0223;1017;34;190;58
157;0233;1017;34;190;58
158;0243;1017;34;188;58
159;0253;1017;34;188;58
160;0303;1017;34;186;58
161;0313;1017;34;186;58
162;0323;1018;34;186;58
163;0333;1017;34;186;58
164;0343;1017;34;185;58
165;0353;1018;34;186;58
166;0403;1018;34;185;59
167;0413;1018;34;185;58
168;0423;1018;33;185;58
169;0433;1018;33;183;59
170;0443;1018;33;185;59
171;0453;1018;33;183;59
172;0503;1018;33;183;59
173;0513;1018;33;183;59
174;0523;1018;33;183;59
175;0533;1018;33;181;58
176;0543;1018;33;181;58
177;0553;1019;33;181;58
178;0603;1019;33;181;59
179;0613;1019;33;183;59
180;0623;1018;33;185;59
181;0633;1019;34;186;58
182;0643;1019;34;188;59
183;0653;1019;34;188;59
184;0703;1019;34;188;59
185;0713;1019;35;190;59
186;0723;1019;35;190;58
187;0733;1019;35;190;58
188;0743;1019;35;190;58
189;0753;1019;35;191;59
190;0803;1019;35;191;58
191;0813;1019;35;191;60
192;0823;1020;35;193;61
193;0833;1020;35;191;62
194;0843;1020;35;191;62
195;0853;1020;35;191;62
196;0903;1020;35;190;61
197;0913;1020;35;191;61
198;0923;1020;35;191;61
199;0933;1020;34;188;59
200;0943;1020;34;190;60
201;0953;1021;34;188;60
202;1003;1021;34;188;59
203;1013;1021;34;188;59
204;1023;1021;34;188;59
205;1033;1021;34;186;59
206;1043;1021;34;186;58
207;1053;1021;34;186;58
208;1103;1021;34;186;58
209;1113;1021;34;186;58
210;1123;1021;33;186;58
211;1133;1021;33;185;58
212;1143;1021;33;185;58
213;1153;1021;33;185;59
214;1203;1021;33;185;58
215;1213;1021;33;185;59
216;1223;1021;33;183;59
217;1233;1021;33;183;59
218;1243;1021;33;183;59
219;1253;1021;33;183;58
220;1303;1021;33;183;58
221;1313;1021;33;183;59
222;1323;1021;33;183;59
223;1333;1021;33;183;59
224;1343;1021;33;183;58
225;1353;1021;33;181;58
226;1403;1021;33;181;58
227;1413;1020;33;181;59
228;1423;1020;33;181;58
229;1433;1020;33;181;59
230;1443;1020;33;181;59
231;1453;1020;33;181;59
232;1503;1020;33;181;59
233;1513;1020;33;181;60
234;1523;1020;33;181;60
235;1533;1020;33;181;60
236;1543;1020;33;181;60
237;1553;1020;33;180;60
238;1603;1020;33;181;60
239;1613;1020;32;180;61
240;1623;1020;32;181;60
241;1633;1020;33;180;61
